,lang,browser,wasm_exec_ms,fps_js,fps_game,tps,bunnies,avg_frame,min_frame,max_frame,heap_mb performanceMetrics.js:100:15
,Rust,"Firefox",667.00,177,173.48,64.00,15080,5.66,4.00,9.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,169,169.21,64.00,15249,5.92,4.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,167,166.91,64.00,15416,5.99,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,161,162.15,64.00,15577,6.24,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,159,167.45,64.00,15736,6.30,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,158,161.87,64.00,15893,6.35,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,154,156.43,64.00,16049,6.50,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,147,155.68,64.00,16196,6.80,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,151,160.46,64.00,16347,6.62,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,147,148.23,64.00,16492,6.81,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,142,148.03,64.00,16635,7.08,5.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,134,151.35,64.00,16769,7.52,5.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,139,146.11,64.00,16909,7.24,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,133,141.97,64.00,17041,7.56,5.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,135,142.63,64.00,17176,7.41,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,132,133.12,64.00,17308,7.58,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,129,139.45,64.00,17438,7.80,5.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,131,141.54,64.00,17569,7.64,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,129,134.69,64.00,17697,7.80,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,129,137.19,64.00,17827,7.82,5.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,129,136.80,64.00,17955,7.78,6.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,138.97,64.00,18079,8.13,5.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,126,132.39,64.00,18205,7.98,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,122,125.07,64.00,18327,8.23,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,122,132.61,64.00,18449,8.20,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,128.59,64.00,18570,8.26,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,130.58,64.00,18695,8.11,6.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,130.02,64.00,18818,8.07,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,128.23,64.00,18943,8.09,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,126,133.92,64.00,19068,7.95,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,128,134.30,64.00,19196,7.82,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,126,129.91,64.00,19322,7.97,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,130,135.29,64.00,19453,7.72,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,129,132.48,64.00,19582,7.80,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,126,128.89,64.00,19707,7.98,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,125.81,64.00,19828,8.27,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,123.73,64.00,19953,8.10,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,125,130.78,64.00,20077,8.05,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,128.28,64.00,20198,8.27,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,123,129.52,64.00,20321,8.17,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,127.40,64.00,20446,8.10,6.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,122,125.28,64.00,20568,8.22,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,123,127.95,64.00,20691,8.13,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,124,124.13,64.00,20814,8.10,6.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,117,116.26,64.00,20931,8.55,6.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,122.66,64.00,21051,8.36,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,120.42,64.00,21173,8.31,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,118,120.46,64.00,21290,8.52,7.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,122.29,64.00,21411,8.31,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,122.02,64.00,21533,8.32,6.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,117,122.97,64.00,21650,8.56,6.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,123.13,64.00,21769,8.37,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,122.71,64.00,21891,8.32,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,115,119.58,64.00,22006,8.73,7.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,121.17,64.00,22126,8.33,7.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,120.25,64.00,22246,8.34,7.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,116,120.89,64.00,22362,8.62,7.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,117,119.03,64.00,22478,8.56,7.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,120.92,64.00,22598,8.33,7.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,116,114.20,64.00,22714,8.65,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,120.65,64.00,22834,8.34,7.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,121,120.34,64.00,22956,8.33,7.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,116.81,64.00,23075,8.40,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,113,120.10,64.00,23189,8.90,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,120,119.48,64.00,23309,8.35,7.00,10.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,110,107.71,64.00,23418,9.12,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,117,119.11,64.00,23535,8.56,7.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,111,109.91,64.00,23646,9.01,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,113,111.12,64.00,23760,8.93,7.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,109,106.51,64.00,23868,9.22,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,113,116.01,64.00,23981,8.91,7.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,112,109.87,64.00,24094,8.97,7.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,113.56,64.00,24200,9.45,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,111,114.31,64.00,24311,9.03,7.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,110.65,64.00,24417,9.44,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,110,111.26,64.00,24527,9.09,8.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,108.58,64.00,24633,9.50,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,109,111.45,64.00,24742,9.20,8.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,105,109.08,64.00,24847,9.54,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,109,110.83,64.00,24955,9.23,8.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,110.00,64.00,25062,9.49,7.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,109,109.78,64.00,25171,9.23,7.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,103.07,64.00,25277,9.46,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,108.10,64.00,25382,9.44,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,105,106.86,64.00,25487,9.52,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,107,110.24,64.00,25595,9.39,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,108,106.49,64.00,25703,9.29,8.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,102,106.29,64.00,25805,9.84,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,107,108.66,64.00,25912,9.41,8.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,106,104.79,64.00,26018,9.46,8.00,11.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,101,103.26,64.00,26119,9.90,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,104,104.77,64.00,26223,9.63,8.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,101,104.79,64.00,26324,9.95,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,101,103.55,64.00,26424,9.91,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,99,102.30,64.00,26523,10.14,8.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,99,98.49,64.00,26623,10.15,8.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,98,99.78,64.00,26721,10.27,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,99,100.98,64.00,26820,10.10,8.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,99,99.21,64.00,26918,10.14,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,100,102.94,64.00,27019,10.07,8.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,99,102.21,64.00,27118,10.16,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,100,103.56,64.00,27217,10.00,8.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,97,97.86,64.00,27315,10.31,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,98,100.73,64.00,27413,10.20,8.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,97,97.81,64.00,27509,10.35,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,98,99.02,64.00,27608,10.22,8.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,96,94.24,64.00,27703,10.51,8.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,98,100.30,64.00,27801,10.23,9.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,96,92.90,64.00,27897,10.43,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,96,97.23,64.00,27994,10.49,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,95,96.35,64.00,28089,10.56,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,96,94.44,64.00,28185,10.50,9.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,95,94.84,64.00,28280,10.56,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,94,95.96,64.00,28374,10.66,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,96,93.94,64.00,28469,10.50,9.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,94,93.92,64.00,28564,10.73,8.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,94,94.56,64.00,28658,10.65,9.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,92,93.28,64.00,28749,10.95,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,94.21,64.00,28841,11.07,9.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,92,88.20,64.00,28932,10.96,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,92,93.52,64.00,29025,10.90,9.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,88.55,64.00,29114,11.22,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,92.09,64.00,29204,11.11,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,89.78,64.00,29296,11.07,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,91.38,64.00,29386,11.09,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,90.76,64.00,29476,11.31,10.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,91.37,64.00,29566,11.11,10.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,90.60,64.00,29656,11.26,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,90.77,64.00,29747,11.09,10.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,91.76,64.00,29836,11.17,10.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,89.74,64.00,29928,11.12,9.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.55,64.00,30017,11.17,9.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.73,64.00,30108,11.11,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.36,64.00,30198,11.11,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,91.29,64.00,30288,11.11,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,89.77,64.00,30378,11.13,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,91,91.04,64.00,30468,11.09,9.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.00,64.00,30558,11.12,10.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.36,64.00,30648,11.11,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,89.50,64.00,30739,11.18,10.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,90.22,64.00,30829,11.12,10.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,89.84,64.00,30919,11.18,9.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,89.21,64.00,31008,11.16,10.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,90,89.72,64.00,31099,11.19,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,89.41,64.00,31188,11.24,10.00,12.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,89.28,64.00,31277,11.31,10.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,88.70,64.00,31366,11.29,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,88,87.58,64.00,31453,11.49,10.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,89,88.05,64.00,31543,11.34,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,88,88.29,64.00,31630,11.45,10.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,88,88.00,64.00,31719,11.41,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,88,87.23,64.00,31807,11.43,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,87,87.60,64.00,31894,11.49,10.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,86.35,64.00,31980,11.63,10.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,87,86.67,64.00,32066,11.54,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,85.04,64.00,32153,11.73,10.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,86.28,64.00,32239,11.64,11.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,85.37,64.00,32325,11.66,10.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,87,86.25,64.00,32412,11.57,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,85,85.16,64.00,32497,11.87,11.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,86.31,64.00,32582,11.67,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,85.42,64.00,32667,11.95,10.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,86,85.51,64.00,32753,11.72,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,84.88,64.00,32837,12.01,11.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,85,84.87,64.00,32922,11.78,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,83.55,64.00,33005,12.00,11.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,83.96,64.00,33090,11.96,11.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,83,83.52,64.00,33173,12.05,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,85,84.02,64.00,33258,11.87,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,82.94,64.00,33340,12.20,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,83.34,64.00,33423,11.95,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,82.57,64.00,33505,12.20,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,84,83.57,64.00,33590,11.99,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,81.98,64.00,33671,12.40,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,83,83.16,64.00,33754,12.05,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,81.87,64.00,33836,12.32,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,83,83.09,64.00,33919,12.10,10.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,82.64,64.00,34001,12.24,11.00,18.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,83,81.88,64.00,34084,12.16,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,81.17,64.00,34165,12.41,11.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,82.23,64.00,34247,12.20,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,80,80.18,64.00,34327,12.51,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,81.41,64.00,34408,12.22,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,79.47,64.00,34488,12.70,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,82,81.04,64.00,34570,12.30,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,80.91,64.00,34651,12.49,11.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,81.17,64.00,34732,12.38,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,80.72,64.00,34813,12.51,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,81,80.10,64.00,34893,12.47,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,79.22,64.00,34973,12.70,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,80,79.49,64.00,35053,12.53,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,78.61,64.00,35131,12.78,11.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,80,78.80,64.00,35212,12.65,11.00,13.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,79.27,64.00,35291,12.75,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,79.09,64.00,35370,12.66,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,78.69,64.00,35448,12.87,11.00,19.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,78.72,64.00,35526,12.73,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,78.68,64.00,35605,12.94,12.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,78.55,64.00,35683,12.75,11.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,78.35,64.00,35762,12.91,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,79,78.27,64.00,35840,12.78,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,77,77.98,64.00,35918,13.03,12.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,78.01,64.00,35996,12.85,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,77.35,64.00,36073,12.97,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,78,77.35,64.00,36152,12.94,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,76,75.09,64.00,36228,13.30,11.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,77,76.76,64.00,36304,13.12,12.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,76,76.03,64.00,36381,13.30,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,77,76.37,64.00,36458,13.14,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,75.77,64.00,36533,13.33,12.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,77,75.73,64.00,36610,13.10,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,76.24,64.00,36685,13.35,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,76,75.39,64.00,36761,13.20,12.00,14.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,75.45,64.00,36836,13.33,12.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,76,73.42,64.00,36912,13.22,12.00,17.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,75.63,64.00,36987,13.37,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,74.48,64.00,37061,13.37,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,74.19,64.00,37135,13.53,12.00,20.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,75.34,64.00,37211,13.37,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,75.12,64.00,37285,13.58,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,73.54,64.00,37360,13.45,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,75,73.82,64.00,37434,13.49,12.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.86,64.00,37509,13.64,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,74.30,64.00,37583,13.59,12.00,21.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,72.58,64.00,37657,13.68,12.00,22.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.44,64.00,37731,13.64,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.64,64.00,37805,13.57,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,73,73.12,64.00,37877,13.82,12.00,22.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.94,64.00,37952,13.59,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,74.13,64.00,38026,13.62,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.71,64.00,38100,13.62,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,73,73.05,64.00,38172,13.81,12.00,22.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.04,64.00,38247,13.68,13.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,73,73.69,64.00,38320,13.73,13.00,16.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,74,73.98,64.00,38394,13.68,12.00,15.00, performanceMetrics.js:106:13
,Rust,"Firefox",667.00,73,72.23,64.00,38467,13.79,13.00,16.00, performanceMetrics.js:106:13
