 ,lang,browser,wasm_start_offset_ms,fps_js,fps_game,tps,bunnies,avg_frame,min_frame,max_frame,heap_mb
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.69,64.00,32128,15.95,15.80,16.50,98.57
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.30,64.00,32191,16.00,15.80,16.60,98.64
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.52,64.00,32254,15.97,15.70,16.50,98.72
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.38,64.00,32317,16.01,15.80,16.60,98.80
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.46,64.00,32380,16.04,15.90,16.90,98.87
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.03,64.00,32443,16.04,15.80,16.60,98.95
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,62.26,64.00,32506,16.07,15.90,16.70,99.03
performanceMetrics.js:132 ,Rust,"Chromium",15.40,63,61.58,64.00,32569,16.12,15.90,16.70,99.10
performanceMetrics.js:132 ,Rust,"Chromium",15.40,62,61.56,64.00,32631,16.27,16.10,16.90,99.18
performanceMetrics.js:132 ,Rust,"Chromium",15.40,62,61.43,64.00,32693,16.20,16.00,16.90,99.26
performanceMetrics.js:132 ,Rust,"Chromium",15.40,62,61.41,64.00,32755,16.23,16.00,16.80,98.53
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.91,64.00,32816,16.63,16.20,25.30,101.13
performanceMetrics.js:132 ,Rust,"Chromium",15.40,62,60.90,64.00,32878,16.39,16.20,17.00,101.20
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.79,64.00,32939,16.44,16.30,17.00,101.28
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.73,64.00,33000,16.47,16.30,17.10,101.35
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.21,64.00,33061,16.56,16.30,17.30,101.43
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.20,64.00,33122,16.60,16.40,17.30,101.50
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.41,64.00,33183,16.57,16.40,17.20,101.57
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.58,64.00,33244,16.55,16.40,17.30,101.65
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.35,64.00,33305,16.55,16.40,17.20,101.72
performanceMetrics.js:132 ,Rust,"Chromium",15.40,61,60.04,64.00,33366,16.66,16.50,17.30,101.80
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.85,64.00,33426,16.68,16.50,17.30,101.87
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.66,64.00,33486,16.77,16.50,17.50,101.14
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.95,64.00,33546,16.69,16.50,17.30,101.22
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.91,64.00,33606,16.71,16.50,17.60,101.29
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.54,64.00,33666,16.79,16.60,17.50,101.36
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.17,64.00,33726,16.85,16.60,17.50,101.44
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.95,64.00,33786,16.91,16.70,17.60,101.51
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.80,64.00,33846,16.93,16.70,17.50,101.58
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.43,64.00,33905,16.96,16.70,17.70,101.65
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.68,64.00,33906,16.73,16.50,17.50,101.73
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.09,64.00,33965,16.89,16.70,17.60,101.80
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.31,64.00,34025,16.81,16.60,17.50,101.08
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.02,64.00,34085,16.94,16.70,17.60,101.16
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.04,64.00,34144,16.97,16.70,17.70,101.23
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.49,64.00,34145,16.84,16.70,17.40,101.31
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.12,64.00,34203,16.99,16.70,18.40,101.39
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.76,64.00,34204,16.81,16.60,17.50,101.46
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.94,64.00,34263,16.87,16.70,17.50,101.53
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.34,64.00,34323,16.90,16.70,17.50,101.60
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.03,64.00,34382,16.96,16.70,17.70,101.68
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.62,64.00,34383,16.87,16.60,17.50,101.75
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.93,64.00,34441,16.95,16.70,17.70,101.82
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.21,64.00,34442,17.20,16.80,27.60,103.83
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,59.34,64.00,34442,16.93,16.70,17.70,103.91
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.55,64.00,34500,17.05,16.80,17.70,103.98
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.86,64.00,34501,16.90,16.70,17.50,104.05
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.52,64.00,34559,17.07,16.80,17.70,104.12
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.22,64.00,34560,16.96,16.70,17.80,104.19
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.93,64.00,34560,16.93,16.70,17.60,104.27
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.07,64.00,34618,17.11,16.90,17.80,104.34
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.87,64.00,34619,17.00,16.80,17.60,104.41
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.82,64.00,34619,16.97,16.70,17.60,104.48
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,59.06,64.00,34619,16.97,16.80,17.60,104.55
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.75,64.00,34619,17.04,16.70,17.70,103.82
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.74,64.00,34619,17.06,16.80,18.50,103.90
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.86,64.00,34619,17.04,16.80,17.90,103.97
performanceMetrics.js:132 ,Rust,"Chromium",15.40,59,58.76,64.00,34619,17.04,16.80,17.80,104.04
performanceMetrics.js:132 ,Rust,"Chromium",15.40,60,58.50,64.00,34619,16.81,0.80,17.70,104.11
performanceMetrics.js:132 ,Rust,"Chromium",15.40,58,57.97,64.00,34676,17.35,17.00,20.80,104.18
performanceMetrics.js:132 ,Rust,"Chromium",15.40,34,13.95,64.00,34677,30.80,0.30,176.50,104.76
performanceMetrics.js:132 ,Rust,"Chromium",15.40,16,16.21,64.00,34677,62.94,59.20,68.70,104.81
performanceMetrics.js:132 ,Rust,"Chromium",15.40,17,16.31,64.00,34677,61.18,58.90,62.80,104.85
performanceMetrics.js:132 ,Rust,"Chromium",15.40,17,16.42,64.00,34677,61.06,59.00,63.40,104.88
performanceMetrics.js:132 ,Rust,"Chromium",15.40,16,16.18,64.00,34677,62.93,61.20,68.40,104.92
